group_name,symbols,trades,win_rate,return_pct,max_drawdown,profit_factor,average_trade_pct,best_symbol,worst_symbol
GROUP_A_TOP_PERFORMERS,"INJUSDT,ATOMUSDT,LINKUSDT,ADAUSDT,APTUSDT",100,50.0,39.34783883339101,-4.095538795976964,1.9070798157371083,0.36250510624973403,INJUSDT,APTUSDT
GROUP_B_REMOVE_WORST,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,BNBUSDT,DOGEUSDT,ADAUSDT,LINKUSDT,TRXUSDT,TONUSDT,APTUSDT,NEARUSDT,INJUSDT,ATOMUSDT,SEIUSDT",192,42.70833333333333,35.156158448051926,-8.029153624012057,1.426133159616218,0.1486768247833651,INJUSDT,DOGEUSDT
GROUP_C_MANUAL_HIGH_QUALITY,"BTCUSDT,ETHUSDT,SOLUSDT,INJUSDT,LINKUSDT,ATOMUSDT,SUIUSDT,NEARUSDT",140,43.57142857142857,33.69649514974135,-6.538733998549715,1.4997899187496937,0.21772953704545256,INJUSDT,SUIUSDT
GROUP_D_ONLY_BEST_3,"INJUSDT,ATOMUSDT,LINKUSDT",86,48.837209302325576,32.868712465068484,-4.490292970120591,1.8754045780547741,0.3743835774511407,INJUSDT,LINKUSDT
