timestamp,balance,open_positions,closed_positions,win_rate,profit_factor,max_drawdown,average_trade,return_percent
2026-06-27T21:45:48.326229+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-27T22:46:03.706538+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-27T23:44:57.786158+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T01:55:03.850899+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T06:15:14.930876+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T09:34:29.423601+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T11:25:42.261008+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T12:54:26.918620+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T14:47:24.773010+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T16:08:23.667366+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T17:35:27.271422+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T18:50:05.378169+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T20:11:17.921456+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T21:19:55.394151+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T22:34:57.672972+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-28T23:47:55.060797+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T03:30:41.794487+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T08:34:29.935659+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T12:49:20.572546+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T16:38:02.631646+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T18:33:43.917535+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T20:32:15.210159+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T22:00:05.387109+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-29T23:05:03.885776+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T00:19:36.469723+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T04:43:19.897541+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T08:22:28.185068+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T11:27:06.727784+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T13:22:49.518329+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T16:02:50.827144+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T18:14:34.600422+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T20:21:29.065081+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T21:55:05.631692+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-06-30T23:08:19.109339+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T00:21:47.819781+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T05:05:29.791160+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T08:56:50.633545+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T12:03:58.116974+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T15:12:19.045302+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T17:24:05.814657+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T19:17:48.790888+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T21:05:58.782532+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T22:40:31.494709+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-01T23:56:10.030999+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T02:53:25.387359+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T06:39:10.215868+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T09:48:35.823130+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T12:07:41.707892+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T14:28:56.743415+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T16:20:46.690254+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T18:12:30.761815+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T19:52:32.609864+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T21:01:42.263544+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T22:19:16.891105+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-02T23:36:11.484919+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T01:17:08.756998+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T05:12:09.372817+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T08:28:57.407956+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T11:11:22.520200+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T13:11:03.768126+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T15:25:47.421693+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T16:53:26.379970+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T18:10:41.686384+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T19:49:09.781589+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T21:01:02.245484+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T22:16:13.059384+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-03T23:34:19.324224+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T01:16:35.750985+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T05:06:59.888905+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T08:05:25.047260+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T10:25:36.614852+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T11:51:07.381619+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T13:16:20.640799+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T14:49:34.020970+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T15:59:17.548596+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T17:12:42.728251+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T18:14:19.173929+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T19:39:19.411521+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T20:35:42.771479+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T21:40:31.908329+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T22:39:40.121327+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-04T23:43:42.525901+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T01:26:12.374412+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T05:35:48.216002+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T08:31:33.343687+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T10:52:05.773823+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T12:13:24.399574+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T14:10:16.190732+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T15:38:32.346929+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T16:44:09.625072+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T17:48:02.535428+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T19:11:36.912063+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T20:31:20.483051+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T21:41:13.088320+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T22:40:16.223156+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-05T23:44:59.663385+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T01:27:07.732472+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T05:56:11.935846+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T10:11:03.541949+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T14:03:22.400719+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T17:16:17.134794+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T19:14:40.522448+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T21:03:01.085260+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T22:37:17.079471+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-06T23:45:12.891564+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T01:25:59.010155+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T05:34:00.366098+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T08:55:05.607111+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T11:45:27.796153+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T13:55:12.753750+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T16:27:47.459449+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T18:29:50.373211+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T20:27:40.367641+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T21:54:01.771620+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T22:58:15.853333+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-07T23:59:36.366121+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T03:24:30.537676+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T06:12:45.944155+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T08:44:54.451717+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T10:51:01.845577+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T12:18:38.008447+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T14:56:07.466984+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T16:28:31.235910+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T18:01:44.256993+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T19:55:43.568507+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T21:03:49.589584+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T22:17:05.062895+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-08T23:35:44.049346+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T01:15:25.646683+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T05:09:22.464204+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T08:44:42.904320+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T11:37:14.477054+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T14:16:14.212847+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T17:00:51.898873+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T18:55:49.528386+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T20:45:18.884368+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T22:09:36.835123+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-09T23:36:42.533323+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T01:16:25.560879+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T05:32:37.292223+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T08:51:27.761453+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T11:48:20.094020+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T14:13:59.943166+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T16:35:19.565517+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T18:12:27.668780+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T19:51:54.837776+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T21:04:10.977307+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T22:15:35.680694+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-10T23:15:43.227585+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T00:12:41.708476+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T03:43:43.721137+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T06:02:38.758940+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T08:14:55.648350+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T09:50:36.542947+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T11:00:58.471048+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T12:04:53.766579+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T13:53:24.730496+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T14:49:39.469750+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T15:52:55.433187+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T16:52:56.498399+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T17:52:40.627960+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T18:56:39.876027+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T20:05:33.242084+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T21:05:23.395286+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T22:07:49.121394+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-11T23:10:13.288217+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T00:10:32.193869+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T03:56:31.427048+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T06:30:51.773114+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T08:40:59.412782+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T10:14:49.248550+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T11:33:35.853600+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T12:37:30.040779+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T14:14:08.811274+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T15:18:00.520440+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T16:27:01.256267+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T17:33:02.693116+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T18:37:23.119960+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T19:50:50.507130+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T20:40:39.240775+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T21:32:43.909761+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T22:32:35.564781+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-12T23:36:17.560785+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T01:14:02.920386+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T04:48:48.750395+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T08:14:44.103268+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T11:31:00.633324+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T13:40:59.993415+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T16:14:22.354543+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T18:11:11.919013+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:49:10.761073+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T20:55:10.197530+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T21:53:25.750417+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T22:53:27.488782+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-13T23:51:58.833918+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T02:04:39.503739+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T05:10:07.798762+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T07:21:07.154915+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T09:24:22.286518+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T11:06:22.636178+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T12:40:26.118823+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T14:29:18.400252+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T15:59:51.045734+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T17:21:35.232041+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T18:37:57.227166+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T19:55:57.357474+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T20:57:21.675343+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T21:57:40.488150+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T22:57:03.867044+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-14T23:53:40.185165+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T02:02:15.742480+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T05:10:26.437602+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T07:24:11.744108+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T09:28:46.865121+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T11:10:14.527438+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T12:42:43.173664+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T14:28:11.120749+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T16:03:14.570803+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T17:38:43.358849+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T18:46:11.165880+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T19:55:29.281482+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T20:57:00.094661+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T22:00:02.777254+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-15T23:03:35.817522+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T00:09:54.296080+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T03:36:14.163800+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T06:04:48.910095+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T08:34:16.800517+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T10:35:28.168992+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T12:09:47.513108+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T14:21:46.077270+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T15:55:09.431949+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T17:11:59.051206+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T18:20:09.875471+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T19:40:53.616809+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T20:35:46.418612+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T21:45:34.523709+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T22:41:34.517155+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-16T23:38:19.322918+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-17T01:12:07.160383+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
2026-07-17T04:25:38.059113+00:00,1000.0,0,0,0.0,0.0,0.0,0.0,0.0
