timestamp,symbol,price,ema50,ema200,rsi,adx,atr,regime
2026-08-03T16:57:28.776225+00:00,BTCUSDT,63694.91,63699.7769936723,63712.85838437778,53.557923051010356,25.093574699414173,537.143571428571,BEAR
