max_win_streak,max_loss_streak,average_win,average_loss,best_trade,worst_trade,profit_factor,expectancy,sharpe_like_ratio
6,7,1.4868399523363411,-0.8411352797509077,3.65644585593434,-3.369839932603204,1.1784390201590809,0.09005481308399192,0.9635138258599976
