period,symbols,trades,win_rate,return_pct,profit_factor,max_drawdown,average_trade_pct,best_symbol,worst_symbol
TRAIN,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,BNBUSDT,DOGEUSDT,ADAUSDT,AVAXUSDT,LINKUSDT,TRXUSDT,TONUSDT,DOTUSDT,SUIUSDT,APTUSDT,NEARUSDT,ARBUSDT,OPUSDT,INJUSDT,ATOMUSDT,SEIUSDT",185,38.37837837837838,13.514839938438422,1.171208592425789,-10.859125459745817,0.05339738904184648,INJUSDT,DOTUSDT
TEST,"INJUSDT,LINKUSDT,TONUSDT,ADAUSDT,APTUSDT",4,50.0,1.9826961227915718,1.9827892469047066,-0.9999999999999967,0.598064196816019,INJUSDT,TONUSDT
